Review,Polarity,Town,Region,Type,cluster
ubicación genial corta distancia pie lugares interés restaurantes centro suite junior así tamaño problema cuarto baño bañera ducha buen tamaño embargo paredes finas papel podíamos oír sonidos lado equipaje arrastrado pasillos personas temprano aspecto negativo caja fuerte problema objetos pueden quedar recepción horas limitadas éste accesible así disponible registra reconocen comentarios desayuno,3,San_Cristobal_de_las_Casas,Chiapas,Hotel,0
abusivos ayer establecimiento comprar pizzas ensalada llevar cobraron proprina después tardaron minutos entregar pedido prisa fije dio aderezo laensalada cobro cajero abusivo pónganse listos,1,Cholula,Puebla,Restaurant,4
laguna bacalar hace visita chetumal valga pena gran oleaje lugares caminar lugares mide metro menos rodeada selva humedales realmente bellísima,5,Bacalar,QuintanaRoo,Attractive,1
genial pulseras buen precio experiencia bastante poder observar mujeres acción difícil encontrar merece pena cada pieza joyería absolutamente único,5,Isla_Mujeres,QuintanaRoo,Attractive,1
duda mejores quintana roo famosa tener palmera borracha mar delicia puede llegar caminando salida ruina tulum km aproximadamente solo debes rentar camostre cama carpa cerca valor pesos mexicanos bebidas económicas recomiendo pasar día relax sitio mejor puedas ir después recorrido tulum recomendado paraíso,5,Tulum,QuintanaRoo,Attractive,1
national encanto bonito tipico mas turistas mexicano buscaba tenia conocer juzgar,1,Bacalar,QuintanaRoo,Restaurant,1
tardan atender falta organización mesitas sillas pueda descansar tomar nieve agusto nieves ricas,3,Tepoztlan,Morelos,Restaurant,3
horriblesin sabor pollo seco arroz quemado patatas verduras congeladas bolsa cobran pesos basura mal estafahay miles moscas,1,Bacalar,QuintanaRoo,Attractive,2
bonito gente amablepero demasiado caro ofrece agua caliente baño nunca pudo regularse ninguna clase después noche quiere salir am buscar alguien abra pueblo bien mitad precio,2,Tequisquiapan,Queretaro,Hotel,4
abrieron generaron buena expectativa desayuno fin semana bueno variedad creo decaido dejé ir mesero intentó robar esconder billete misma carpeta cuenta esposo,2,Cholula,Puebla,Restaurant,4
faldas tepozteco inmerso vegetación ambiente natural ecologico buen gusto atención buena platillos sabrosos dejen probar quesadillas fritas huitlacoche precios accesibles lejos bullicio restaurantes,4,Tepoztlan,Morelos,Restaurant,3
tan pronto llegamos sentimos bienvenidos absolutamente increíble superó creces expectativas ambiente limpio encantador confortable personal extremadamente amable especialmente servidor allen hizo trabajo increíble incluso hizo todolo posible esperó afuera llegó taxi definitivamente volveremosmás,5,Isla_Mujeres,QuintanaRoo,Restaurant,0
encantó arena blanca disfrutamos bebidas cerviche tras tiburón ballena snorkel,5,Isla_Mujeres,QuintanaRoo,Attractive,1
quedamos cerritos pasado black sheep camino santos inmediatamente interesó aprender recorridos carretera autoguiados anunciados edificio vaya aventura decepcionó apetece aventura echa vistazo black sheep gente vehículos rutas fantásticos mejores actividades hicimos tiempo bcsestaba nervioso ir llovió noche anterior david increíble hombre dirige black sheep aseguró bien podríamos cancelar consideráramos seguro llegamos viaje david tomó tiempo guiarnos través destacando muchas características procesos seguridad implementados hacer cómo conducir vacasautos etc mencionado equiparlo ipad direcciones ruta seleccionada teléfono satelital caso emergencias pesar alta velocidad todoterreno sentía seguroa pesar llovió justo llovió mientras circuito valle tres horas vistas increíbles conduciendo través lechos arena ríos bordes rocosos acantilados hermosas vistas montañas lejos siquiera día despejado días bcs época año frío así definitivamente trae capas día caluroso lloviendo pida prestado par gafas ayudar mantener barro ojos genialmuchas gracias david equipo hacer posible increíble aventura,5,TodosSantos,Baja_CaliforniaSur,Attractive,1
buena preparan buenos cocteles limonadas puede ser lento tolerable vistas bonitas embargo vienes ropa informal portan quisquillosos venía andar caminando pueblo obviamente traía tenis,3,Tepoztlan,Morelos,Restaurant,3
bonito entrar llevas gran descepción viejas mantenimiento acogedoras refrigerador servía vez intentar remediarlo personal quizo vender hielo cortersía ofrecen remodelaran mejor zona,2,Bacalar,QuintanaRoo,Hotel,0
maravillosa ubicación hermosa vista diseño decente bueno cómo puede arruinar platos diferentes diferentes hamburguesa carne seca tomates viejos pan frío pasta camarones salsa suave pasta hecha informamos cocina intentaron pasémoslo comoal dente carne res milanesa rebanada delgada carne empanada tan seca dura devolverla daría comer perro choripan mini hamburguesa salchicha fría daño total pesos cobraron tarifa milán cierto gerente nunca presentó preguntar cuál problema solo demostrar cuánto preocupan clientes insto mantenga alejado horrible trampa turistasmás,1,Tulum,QuintanaRoo,Restaurant,2
esperé casi hora recepción baño regular shampoo kleennex mañana alcance mesa pocas desayunar quise llegar hospedado anteriormente city express cómodo,3,Tlaquepaque,Jalisco,Hotel,4
cómo siempre excelente gracias uriel alfredo atención gracias jorge einar grandes amigos,5,Metepec,Estado_de_Mexico,Restaurant,3
paramos aquí ruta san cristóbal palenque encontramos cascadas bonitas extiende área grande ser comparado tan grandioso niagara iguaza bonito puedes nadar zonas piscina relativamente rock segurovale pena visitar palenque duda parada vas coche zona,4,Palenque,Chiapas,Attractive,1
duda magnifico solo aqui puede comer pizza deliciosa frente laguna duda mejormás,5,Bacalar,QuintanaRoo,Restaurant,3
visitamos palapa domingo mitad tarde única mesa personal atento amable tacos especial tacos pescado fabulosas junto todas salsas sirven ellado cerveza fría grandes margaritas hechas fantástico almuerzo tan barato esperaría local penamás,4,Loreto,Baja_CaliforniaSur,Restaurant,2
lindo bien ubicado bueno wifi bastante malo noche escucha ruido gente vuelve bares camas cómodas ducha,3,San_Cristobal_de_las_Casas,Chiapas,Hotel,0
mas menos llegada bien atendió chica súper simpática gafas perdón recuerdo nombre permitieron hacer check in temprano resolvió pues vuelo temprano súper bonita elegante chimenea acogedora cama grande cómoda limpieza bien hecha cabellos toallas cama fundas almohada mancha tina bien sucia incluyendo plástico rastrillo huésped anterior limpieza mejoró conforme pasando dias pueden comprar excursiones mismo salen económicas compras tiendas recogen mismo alli,3,San_Cristobal_de_las_Casas,Chiapas,Hotel,4
vacaciones único propósito sol cerveza sorprendidos encanto final encantador final hidalgo deliciosas margaritas happy hour duda llevó desayuno yla cena personal cortés lori lola podría ser persona dulce islamás,5,Isla_Mujeres,QuintanaRoo,Restaurant,2
encanta revuelo maya mango desayuno almuerzo maravilloso ambiente fantástico café maravilloso nunca años isla mala experiencia mango gracias café mango,5,Isla_Mujeres,QuintanaRoo,Restaurant,2
bonito diferente puedas encontrar lugareses propiedad privada necesario llegar primero poza azul pagar entrada ahí asignan guía va coche lleva min dunas puedes accesar propia cuenta necesario llevar guía autorizadotienes aproximadamente min dentro tomar fotografías finalizar regresas poza pagas propina guía,4,Cuatro_Cienegas,Coahuila,Attractive,1
fin cumple esperaba mas dire gusto mariachi bebidas paisaje pueden ir tomar disfrutar mariachi recomiendo doy,3,Tlaquepaque,Jalisco,Restaurant,3
aunque situado playas hermosas méxico paraíso marido pensamos encontrado tesoro escondido encontramos obtuvo chica detrás mostrador apáticos pareja delante completamente ignorado huésped necesitaba desesperadamente atención debido herida emergencia vez llegada pagar efectivo confirmación línea informasen posible dio lista políticas dijeron pagar depósito además tarifa suman pesos tarifa usd manera podíamos pagar así ir dos días,1,Isla_Mujeres,QuintanaRoo,Hotel,4
gustado comer ahí vdd q carota q recibieron mejor decidí buscar dde reciban mejor distintas ofertas opciones ojalá personal mejor educación creo q mujer dio gusto q fuimosni hablarcabe mencionar q vacío sushi complicado teoría debe ser freso día espero así aunque único comensal aniosmás,1,TodosSantos,Baja_CaliforniaSur,Restaurant,4
perfecto encuentra medio naturaleza cabañas fabricadas bambú limpio personal amable siempre pendiente deliciosa recomiendo masaje piedras calientes temazcal aventura inolvidable precio accesiblerecomiendo prueben dulces nuez macadamia problema mosquitos dudas lleven repelente ofrecen cuevañas parte paquetes cuevañas encuentran minutos tosepankali kali mejores experiencias diseñado viajeros amantes naturaleza llegar recorrer parte bosque pagas día incluye comidas quedas dormir,5,Cuetzalan,Puebla,Hotel,1
camarero excelente espero perdona intervalos memoria nombrepero acordó martini especial restlurant pueblo ajijic vivimos perfecto vodka naranja gota cointreau yel hielo agitarse lado berniceatini pedí dos aperitivos cena caracoles mejor parte mantequilla ajo meter pan luego carpaccio salmón traslúcidos rodajas finas sabor frescoy gran porción pareja compartieron porción cena decamarones parilla grande licitación perfectamente sazonada dijeron mejor camarón sido mundo deseando volver almuerzo brunchmás,4,Ajijic,Jalisco,Restaurant,2
teotihuacán hombres hacen dioses bellísima zona arqueológica llena misticismo alrededores capaces quitar aliento hecho caverna ubicado cuestión gruta impactante momento mismo tomamos camino llegar,1,Teotihuacan,Estado_de_Mexico,Restaurant,1
marido alojamos piedra escondida noches estancia agradable personal amable servicial pedí almohadas embarazada trajeron justo llegamos cómoda ocean breeze mantuvo fresca día hermosa vista océano color turquesa dos balcones dormimos sonido olas rompiendo cada noche desayuno incluido gran manera empezar día cenamos aquí dos cenas deliciosa pescado camarones mejores comidas viaje utilizamos alquilamos coche preferimos ir coche carretera zona calmas aparcamiento,5,Tulum,QuintanaRoo,Hotel,0
marido nadamos cenote dos ojos daniel tours edventures acababa terminar visita ruinas tulum hizo decisión impulsivo tomar excursión buceo daniel contenta haberlo hecho encantado belleza cenote formación estalactitas estalagmitas increíble literalmente impresionantes,5,Tulum,QuintanaRoo,Attractive,1
puede decir mal inversión fuerte detrás remodelación casa tienda artesanías marketing bueno circuito autobuses turísticos tulum lejos,3,Valladolid,Yucatan,Restaurant,1
alojado aquí veces decepcionado selina tulum convertido convertido club relajante solía ser interés huéspedes club diurno huéspedes hotelhostal demuestra desprecio personal falta sillas huéspedes personal temporal allí divertirse servicial amable uso drogasnarcóticos parte personal común mantienen limpian casilleros rotos todas camas planeo regresar aconsejaría considere buscando club fiesta experiencia uso drogas hostal aspectos positivos yoga,2,Tulum,QuintanaRoo,Hotel,0
placita tipica sentarse rato comer puestos alrededor elote tacos nieve lado parada jeeps willys llevan recorridos semidesierto estación ferrocarril exhacienda minera cerca tolentinos bar rock música vivo noches puedes cenar cerca hoteles económicos san juan hab camas mat shantiniketan,4,Real_de_Catorce,San_Luis_Potosi,Attractive,0
lujo excelente alimentos restaurantes buen menú buen equipo entretenimiento shows mención especial fiesta espuma alberca divertimos pasillos encuentras iguanas esposa hijo vieron mapache quizás únicos peros seria accesible distancias largas lobby ahhh padre tiempo inviertes club venderte membresia,4,Tulum,QuintanaRoo,Hotel,0
buena cocina básica banda mexicana mariachi señora entretenimiento convierte divertido salir noche,4,Tlaquepaque,Jalisco,Restaurant,0
posada ofrecer g amplias impecables piscina jardín sombreado ubicación bastante conveniente decoración elegante salió architectural digest supuesto buena relación calidadprecio distingue embargo director maravilloso gabriel probablemente mejor pequeño pesebre encontrado mundo gabriel riqueza conocimiento zona sólo local yucatán capaz darnos información precisa peajes d horarios recomendaciones restaurantes lista continúa actitud positiva hará pueda hacer cliente satisfecho primera nº,5,Valladolid,Yucatan,Hotel,0
familia mediodía hicimos pedido mozos trajeron mitad platos así q terminamos comiendo primeros después precios inflados porciones vergüenza tacos chicos sirvieron toda riviera maya,2,Tulum,QuintanaRoo,Restaurant,2
hermoso gente local sabe cómo proteger deberían advertir visitantes fragilidad grandísima importancia ecosistema invitarlos usar bloqueador repelente entrar agua ingresar pueda dejar desechos laguna preciosísima afortunadamente bastante virgen aún visita dejó angustiada futuro llegaba espuma orilla ojalá pare bonito mundo lástima humanos,4,Bacalar,QuintanaRoo,Attractive,1
malísimo mesero atendía iba limpiar cubiertos bastante buen servida sazón normal caro ser palenque centro,3,Palenque,Chiapas,Restaurant,3
maravillas encuentra caminando decidiendo cenar llegamos casa luna dios entrada maravillosa decoración fantástica platillos deliciosos atención buena exigente preferido atención mejor buena quejo duda,5,Tlaquepaque,Jalisco,Restaurant,3
increíble ver estructuras cultura impresionante ubicación grande caro esperaba nativo mexicano aceptan dólares ninguna moneda extranjera tarifa entrada pesos vaya temprano calor puede ser agobiante,5,Tulum,QuintanaRoo,Attractive,1
oí atrio sólo segundo tamaño vaticano sentí parar aquí entramos ciudad sentí sensación guau mayoría ciudad pintado amarillo mostaza gran atracción aquí supone excursión carruaje tirado caballos carruajes tirados gustado haber hecho carruajes sólo pudo dar alojamiento adultos grupo así práctico escasez carruajes esperando torno plaza pueblo parte casi dijo sólo adelante derroche hicimosen cuanto iglesia visitado misiones california costas baja santuario impresionante patio bastante espectacular iglesia elevada ciudad así vista bastante bonito pocas veces viaje yucatán sentí verdaderamente inmerso cultura mexicanase puede ver ruinas parte norte convento vista convento pirámide espectacular experiencia verdadera ciudad mexicana recomendaría encarecidamente visita,4,Izamal,Yucatan,Attractive,1
situado zona preciosa precioso mar agradable nadar gente amable cálida comemos normal precio excesivo calidad normalmente gastar dólares familia lugares caros aquí usd menos quedamos cócteles x alguna solicitud bebidas preparadas malo parece ponen refresco agua sabor sólo tan maldita sencillo justo x bebidas bien simplemente bien vinimos aquí allí perfecto próxima vez vayan mateos allí veces calidad siempre constante precios manera menos caro justas,3,Tulum,QuintanaRoo,Hotel,0
conoces garibaldi cdmx mismo bueno malo mariachis lugares comer tomar buen tequila mal olor orines basura alrededor quieres visitar preferencia tarde,3,Tlaquepaque,Jalisco,Restaurant,4
bonito rodeado árboles aire libre domingo toco mariachi danza regional verdad ambiente agradable lleno malo verdad,3,Tlaquepaque,Jalisco,Restaurant,3
quedamos noche reservé pagué reserva casi meses anticipación medio web momento check in señorita atendió sabía reserva pagada entiendo podía ver automáticamente demoró pidió muestre correo reserva leyó vio efectivamente pagada amable mayor problema embargo momento check out mismo problema persona atendió señor antonio dijo apellidarse aguilar momento maleducada descortés dijo reserva pagada insistía pagáramos sido pago doble mostré correo confirmación reserva mostraba,1,Patzcuaro,Michoacan,Hotel,4
varias veces estancia turístico grasoso pesado auténtica mexicana aún así mal mesa ayuda varias salsas condimentos salsas calientes realmente calientestodos etiquetados grados condimentos camareros amables lento desayuno esperamos minutos sólo mesas casi salir coger tour día desayuno salió sólo minutos salir después decírselo personal coger autobús primeros tiempos aquí precios buenos pesos tacos luego imprimieron nuevos menús nuevos precios mismo tacos aumento lado menú parte anterior llamamiento coste económico ahora bastante caro queja principal montón lugares turísticos ultra san cristóbal añadir cargo obligatorio factura realidad ilegal bajo ley consumidor mexicano montón restaurantes aquí haciendo felizmente dejar propina buena resentí cargo obligatorio precios empinadasmás,3,San_Cristobal_de_las_Casas,Chiapas,Restaurant,2
pasamos excelente tarde disfrutando columpio cenote relajándonos junto piscina casa agradable cervezas frías bien precio,5,Valladolid,Yucatan,Attractive,0
pésimo ruidoso caluroso rogar alguien digne atenderte puede ser buena económica fatal,1,Taxco,Guerrero,Restaurant,4
titulo dice cucarachas escogí asignado agencia viajes definitivamente sido opción bien ubicado cerca centro barato pequeñas definitiva haber encontrado cucarachas habla,1,Taxco,Guerrero,Hotel,0
amigo visitamos mango cafe desayuno fantástico coconut tostadas parte manzanas plátanos pimienta poblano sofritos rellena suficiente personas compartir ambas entradas fantásticas duda recomendaría todossi suerte volver isla sé dónde güay tener desayunomás,5,Isla_Mujeres,QuintanaRoo,Restaurant,2
realmente delicioso desayuno brunch especialmente cubano huevos revueltos plátanos frijoles menú interesante fresco,5,Sayulita,Nayarit,Restaurant,2
horriblemalos servicioshotel viejo ninguna atraccion niños siquiera alberca techadael marriot mil veces mejorno ofrecen casi carae servicios hablar,1,Ixtapan_de_la_Sal,Estado_de_Mexico,Hotel,4
buen mia bacalar columpios laguna mejor rica excelentes bonito buena atencion joven jose luis magaña recomiendo,5,Bacalar,QuintanaRoo,Hotel,3
espacios limpios agradables personal amable aceptable hacia arriba calidad precio recamaras cómodas agradables bonita vista amplias limpias camas cómodas vale pena,5,Ajijic,Jalisco,Hotel,0
museo chico acojedor ubicado dentro bonito exconvento estilo colonial ve remodelandono etapa indispensable san cristobal permite conocer riquezas naturales chiapas media horaes interesante conocer historia ambar ver fosiles insectos hojas etc videos pasan chiste particular da consejos detectar ambar verdadero copia plástico vidrio práctico dejarse engañarhay tiendita salida museo ofrece artículos ambar dijes anillos objetos decoración etc bonitosen resumen pasar rato lejos agitación san cristobal cerca zócalo ciudad conocer lujo detalles ambar,3,San_Cristobal_de_las_Casas,Chiapas,Attractive,1
quiero agradecerles excelente recibí días papás meseros portaron super lindos atentos especialmente itzel hermes josé tocaron gracias buen trato cariño días repita,4,Bacalar,QuintanaRoo,Hotel,3
llegas primera deliciosa todas personas atienden hacen visita placentera espacio niños funcional carta vinos excelente general recomendable,5,Metepec,Estado_de_Mexico,Restaurant,3
fan pirámides recomiendo vayas día nublado vayas sombrero gorra lentes día soleado horrible pues sombra mucha distancia caminar punto comparación palenque definitiva tan impresionante teotihuacán cultura general conocimiento historia méxico padre querer regresar fines semana definitivamente,3,Teotihuacan,Estado_de_Mexico,Attractive,1
ligar bien decorado amplio buenas instalaciones orilla mar musica salsa domingos pista baile genial encanto deja wue desear porciones pobres calidad comidaal menos,3,Tulum,QuintanaRoo,Restaurant,3
acuerdo todas críticas pobres condiciones viejo ordinario caro dos noches pasamos allí ascensort conseguido trabajo televisión mando distancia peor aparcacoches robaron cd coche así todavía quieres alojarse recomiendo mantener todas pertenencias maleta cerrada candado personal confianza cosas positivas vista precioso teleférico agradable viaje zócalo,2,Taxco,Guerrero,Hotel,0
visite hace años llevé buena impresión vez cuarto malo descuidado mal oliente ubicación frente cenote esmeralda vista laguna debe ser mejores verdadera lastima condiciones actuales recomiendo buscar mejor opcion,2,Bacalar,QuintanaRoo,Hotel,0
pintoresco agradable recomiendo tomar café múltiples restaurantes malecón caminar consumir nieve típica,4,Ajijic,Jalisco,Attractive,1
dos noche boutique empezar terminado entrando ves albañiles trabajando barda dicen bed and breakfast resulta pagas noche oh sorpresa desayuno problemon metes bañar sale agua hirviendo abres llave agua fria apaga calentador paso fotos quedas agua super fria mezcla menos flujo fria caliente asi dos dias medio bañamos sudor dia ansia buen baño da gatazo primera ve bien meten arañas puertas sellador mejor corres selva detras detalle comunicacion,1,Palenque,Chiapas,Hotel,4
alguien explique llegar carmen vansdonde queda cuanto sale entradasi q llevar equipo propio,3,Tulum,QuintanaRoo,Attractive,1
malecón bien cuidado ofrece bonitas vistas lago paseo bastante corto aparte vistas ver mayor abandonado dilapated muelle parece ser gran lamentable nota malecón chapala mejor ir domingo acción most,3,Ajijic,Jalisco,Attractive,1
buena buen precio panuchos longaniza queso relleno gusto cierran tarde,3,Izamal,Yucatan,Restaurant,3
trattoria italiana acogedor linda terraza puede disfrutar tarde hoy toco musica vivo jazz swing lindo momento oportunidad disfrutar mas probamos solo,5,San_Cristobal_de_las_Casas,Chiapas,Restaurant,3
taxco pintoresca localidad pena excelente vista aprovechada francamente parece salido película terror comparto mayoritariamente opiniones preceden casi abandono ví solamente dos empleados parecería allí gente mobiliario antiguo vez mal gusto atención deja bastante desear personal parco momento laterales parecería fué mina camina hacia interior dá sector peor conservación casco principal resumen pelicula terror,2,Taxco,Guerrero,Hotel,0
cuenta recepción hrs partir media noche cierran completamente recepción contestan línea telefónica día noche recibí maltrato parte gerente gabriel martínez permitió hiciera uso reservé pagué ninguna manera recomiendo hacer uso personal cuenta capacitación atención cliente calidad servicios hoteleros,1,Isla_Mujeres,QuintanaRoo,Hotel,4
buen mariscos buena atención malas instalaciones sanitarias decoración descuidada mobiliario deteriorado recomendable solamente,3,Tequila,Jalisco,Restaurant,3
bonito lleno tradición vida alegre linda visita pueden faltar visitar prismas hermoso,4,Huasca_de_Ocampo,Hidalgo,Attractive,1
estrellas lindo spa hermoso restauran malisimo tardado x incluido snaks parecieron sumamente caros bellisimo,4,Ixtapan_de_la_Sal,Estado_de_Mexico,Hotel,3
comimos allí dos veces vacaciones primera vez buena buen molcahetes delicioso tacos pescado fiable bueno grupo anfitriona dijo podíamos ir arriba perocuando llegamos allí dijeron sólo bebidas sido bonito subimos tramos escaleras clientes bastón paseos llegaba fría hora después ordenar probablemente sido tarde pedí camarero tiempo espera oferta unas cervezas unas patatas fritas salsa ayudado causa nunca sucedió creo goza ser enérgico activo ciudad pena debajo mediamás,2,Tulum,QuintanaRoo,Restaurant,2
palabras cosas decir super recomiendo espero fama mas grande delicioso,5,Valladolid,Yucatan,Restaurant,3
ventajas selva afueras palenque hermoso pequeño sendero través jungla balneario ir minutos andando buena atención limpias renovadas buena precios razonables desventajas agua piscina casi caliente refrescante lejos ruinas palenque nuevas espaciosas limpias cerrado gracias pasillo compartido gente pasa delante ventana sólo así puede dejar ventana abierta cortinas ver selva vez dentro sensación selva circundante simplemente perdido,3,Palenque,Chiapas,Hotel,0
quieras comer tener arriesgarte aquí podrás encontrar platillos comúnes precio pagamos diría arriba recibes trato personal bueno esmerado,3,Patzcuaro,Michoacan,Restaurant,3
excelente atención increíble probé sándwich sushi exquisito podía comprar mismo queso platillos tienda meseros atentos atendieron edilberto emilse buena experiencia bio natural,5,Tulum,QuintanaRoo,Restaurant,3
agradó tipo presentó estadia fines noviembre éste año mar agitado olas días importante cantidad algas agua limpia buena temperatura olas permiten disdrutar tranquilamente mismo lugares casi mayoria encuentran piedras entrar mar días ésta resultaba imposible practicar snorkel comentarioy fotos corresponden presentaba mar frente iberostar paraiso lindo estabamos alojados,3,Tulum,QuintanaRoo,Attractive,1
horrible acercamiento guardia seguridad mario tratando completa falta respeto quede aquí guardia seguridad mario dirá gerente mentirá nombre evitar malas críticas pude obtener nombre cliente negó estadía familiar extremadamente grosero educado insultarme después pedir educadamente hielo mesa puede ayudar,1,Tulum,QuintanaRoo,Hotel,4
buena opción desayunar excelente ambiente buen buena mucha variedad buena presentación,5,Bacalar,QuintanaRoo,Restaurant,3
excelente ir pasar tarde nadar tomar fotos columpios hamacas precio entrada súper accesible mejor bacalar dudalo único queda deber caro malo pocas opciones mejor mejor precios accesibles menos opciones volarían increíbleaún así deja ser excelente opción pasar día,4,Bacalar,QuintanaRoo,Attractive,3
fritos bicicleta ziggys ciudad tener tumbonas pedimos propietario encontramos entrada bien tomar bebida utilizar tumbonas yella dijo supuesto después razonables incómodas camas zumos listos salir luego resultó pagar sillas pedido comer okmás,1,Tulum,QuintanaRoo,Restaurant,4
caro agua toallas viejas piscina bien números montón ruido mal olor gerentes worts precio realmente quieres calidad limpieza sábanas toallas,1,Taxco,Guerrero,Hotel,0
segundo viaje isla sitio todavía increíble limpio personal impresionante aaahhh buena taaaaaaaan,5,Isla_Mujeres,QuintanaRoo,Restaurant,0
recuerdo hace años centro descanso artistas celebridades hoy mismo aunque esfuerzan mejorar necesitan remozamiento general excelente,3,Tlaquepaque,Jalisco,Hotel,3
cómo llegar sayulita san pancho tomas camioncito bus sale llama compostela venís aeropuerto p vallarta camión lleva sale lindo pueblito fin lugares comer locales comer cosas recomiendo vayan principal contaminada caños desembocan contaminan llevan meses asi arreglan recomiendo vayan playas lado muertos carricillos cueva,2,Sayulita,Nayarit,Attractive,1
familia desayunar café buenos comentarios general llegar dieron mesa costado ambiente olor sucio humedad fuente trapo,2,Palenque,Chiapas,Restaurant,4
mala experiencia llegue encontre habitacion reservado vista mar disponible ofrecieron vista jardin dieron explicacion sólo dijeron habia lento unico bueno concierge,2,Tulum,QuintanaRoo,Hotel,4
entrada gratis d domingos museo cuenta salas exibicion puedes recorrer mas horas varias copias documentos importantes original copia murales buenos mas gustaria invirtieran mas recursos llevarna mas articulos originales tomando cuenta alli origino independencia verdad queda deber,3,Dolores_Hidalgo,Guanajuato,Attractive,1
tristemente debería ser emblema tlaquepaque jalisco tradición mariachi bailables comercializado demasía abusan sale decepcionado entrada famosas cazuelas servidas tequila corriente precio elevado,2,Tlaquepaque,Jalisco,Restaurant,3
buen buena recepcionista olía alcohol supongo ebrio buen problemas miedo supongo ningún protocolo alcoholímetro supervisión,2,Loreto,Baja_CaliforniaSur,Hotel,4
pros limpio buena atencion alberca buenas condiciones temperatura bonitos jardines bien ubicado buena nivel fondita rica contras cobran extra posible ejemplo raquetas ping pong hora incluye bebida suguieren propina asi sumarle menu pocas opciones abundante urge redecoracion quedo atrapado s resumen opcion regular caro ofrecen ejemplo marriot solo mas caro absolutamente ver incluye desayuno,3,Ixtapan_de_la_Sal,Estado_de_Mexico,Hotel,3
almorcé ayer precioso nuevo italiano sólo manzana andador guadalupano pasta fresca bien llena copa vino dueño amable hizo experiencia agradable encantó intercambio tradiciones italianas,5,San_Cristobal_de_las_Casas,Chiapas,Restaurant,2
acabo ver comentarios negativos toda razon positivos deje llevar bueno decepción pedi pozole blanco preguntaron pollo puerco llego puerco finel plato gigante,1,San_Cristobal_de_las_Casas,Chiapas,Restaurant,2
lugarbonito sancris pasar momento ver casa antigua llena historia recuerdos colores fotos jardines andadores agradables ver,3,San_Cristobal_de_las_Casas,Chiapas,Attractive,1
amplias suite vista mar dificil ver cristales sucios manos dedos brisa puerta terraza pelea abrirla mobiliario viejo sucio cansado caro ofrece elegimos aire acondicionado media noche aire acondicionado empezo gotear encima cama almohadas asi jalar cama mitad cuarto bueno gente disposición buena falta mucha limpieza manteles sucios desayuno cena tres tipos diferentes camastros viejos rotos igual colchones sucios viejos unica sombra,2,Tulum,QuintanaRoo,Hotel,0
permitidme decir impresionó rematadamente pasé cuatro noches villa rolandi mediados noviembre disfrutamos completamente estancia llegué isla mujeres través pm ferry público puerto juárez debido vuelo tarde trata llegar temprano así puedes necesité barco transporte puerto juárez zarrapastrosa ciudad portuaria cutre vez noche vr especial grandes camas tamaño king sala zona amplio dos persona cabeza ducha vapor bañera hidromasaje terraza tiro directo televisión aire acondicionado ventilador techo dos veces diario limpieza debería encontrar,5,Isla_Mujeres,QuintanaRoo,Hotel,0
visitamos aquí después selva explorar alrededor pm sol día así caliente recomendaría temprano día sombra dentro sitio amurallado guía detallada información hicieron interesante visita ruinas restauración caso puede pasar fácilmente largo tiempo aquí lea señal cada edificio puede acceder refrescante refrescarse marprepárate mosquitos aquí parecía haber montón,4,Tulum,QuintanaRoo,Attractive,1
pequeño suelo equipaje cosas estantes ganchos toalleros armario muebles calefacción aire acondicionado aquí podías viberate teléfono lado cerrojo cadena seguridad puerta sólo luz techo personal habla inglés cuadras tren estación autobús desayuno bueno cocinados orden ducha genial,2,Creel,Chihuahua,Hotel,0
bonito terraza increíble vista costo accesible tardan bebidas alimentos,4,Valle_de_Bravo,Estado_de_Mexico,Restaurant,3
pueblo xilitla bonito recomiendo probar zacahuil café olla barata rica jardín edward james demás precioso sientes cuento hadas alicia país maravillas cada escultura encanto tocó lluvia gracias dios paró pudimos disfrutarlo bien aunque casos pozas cerradas igual probablemente quieras entrar agua fría imprescindible llevar impermeable zapatos puedas mojar ahi venden todas formas,5,Xilitla,San_Luis_Potosi,Attractive,1
demasiado caro comparación encontramos zona valladolid agua bastante limpia tortugas cerca tulum,3,Tulum,QuintanaRoo,Attractive,1
huele raro carece mobiliario falta mejorar solo quede noche corría ahí reserve cama queen size dieron matrimonial ubicación buena quieres barato salir aeropuerto solamente,2,Tlaquepaque,Jalisco,Hotel,4
cuidado infestadas chinches pulgas lamentablemente picaron cuerpo haciendo responsable llamar instituciones multen porq así andan trabajando salubridad buena aparte haber chinches sucias viejas sirve ducha cuidadooooo,1,Taxco,Guerrero,Hotel,4
santos hoy cambio escenario detuvo tomar copa california realmente quería almorzar allí pensando compararía exageración después pasear hacer compras menú variado einteresante hizo retroceder buena decisión dos grupo big beef burger linguine mariscos rellenos chile ninguno mala palabra decir caliente fresca bien presentada extremadamente sabrosa asegúrate ir valió pena viaje día contentos haber vuelto comer allí pd prueba margarita hibisco agrio sabrosomás,5,TodosSantos,Baja_CaliforniaSur,Restaurant,2
