Review,Polarity,Town,Region,Type
"La comida es buena, nada del otro mundo. El pan es MUY bueno, los meseros muy amables pero de nada sirve cuando se tardan 25 minutos en traer la comida y otros 10 minutos entre platillos. El lugar es bonito y la ubicación perfecta, los...Más",2.0,Tequisquiapan,Queretaro,Restaurant
Esta es una experiencia horrible. Los 5 delfines se mantienen en 2 piscinas contiguas con agua turbia llena de heces de delfines. No se parece en nada a las fotos. El servicio al cliente es pobre en el mejor de los casos y el controlador fue un imbécil. Los delfines no deberían ser sometidos a esta prisión de por vida. Todos estos programas deberían ser ilegales.,1.0,Tulum,QuintanaRoo,Attractive
"Al retorno de las ruinas mayas de Coba Paramos aquí el 15 de 2014 febrero. Nuestra única experiencia Cenote así nos pareció muy interesante y bastante espectacular! Preciosas cuevas de piedra caliza con agua cristalina. Un montón de pequeños peces y unas cuantas pequeñas tortugas. Hermoso lugar para nadar o bucear. excursiones de buceo disponibles.Grandes terrazas de madera para descansar y taquillas para artículos personales mientras en el agua. No es un sitio grande pero como Cenotes ir me dicen que es un área grande con las cuevas. Vimos varios buceadores ya que es bastante profunda, pero nunca lo que supongo que era como se podía bottom detalle con facilidad. Una hora y nadar es abundante. guay pero no frío. Un poco caro en 120 pesos para llegar en 70 pesos para luego para hacer esnórquel y 25 pesos más por el pequeño armario.Muy bonito y vale la pena la experiencia.Una cosa buena de lista de cubo ""nadar un Cenote en México""",4.0,Tulum,QuintanaRoo,Attractive
Algo importante a considerar es que para entrar se debe tener una estatura máxima por lo que prácticamente es exclusivo para los mas pequeños del hogar. de 8 años lo mas seguro es que rebasara y no le permiten acceso a los juegos.,3.0,Orizaba,Veracruz,Attractive
"El lugar es propiamente un paraíso (lo visité en enero) que conserva los mismos precios ahora que es un infierno de sargazo que si bien problema natural, nadie limpia. Sin embargo, siguen cobrando 250 pesos mex. por el uso de una sombrilla y dos reposeras, algo ilógico para quienes luego dejan más de cien dólares de consumición.De igual modo para pasar al baño te dan un cuadradito de dos cm. de lado de goma eva (que tiende a perderse). Con los precios de la comida bastaría para que no cobren servíciode club (porque no hay ninguno) ni internet (cobran por cada clave para cada teléfono) Villa Pescadores (a 200 metros) no cobra por el uso de las instalaciones si se consume en el restaurant, no cobran el wifi. Haga doscientos metros más y estará en el mismo paraíso pero con un trato más acogedor.",3.0,Tulum,QuintanaRoo,Attractive
"Lugar que cumple con lo necesario, la comida no es nada espectacular, cumple , el servicio cumple pero se extraña la calidez de otros sitios, 

Una sugerencia para el gerente del lugar sería poner una queja con la autoridad por la basura que queda en...Más",3.0,Sayulita,Nayarit,Restaurant
"Realmente no me gustó hasta oo mucho comparado con los demás mayas que vi días antes. está lleno y no hay mucho que ver, pero la gente es diferente ... no puedo dar ningún consejo sobre éste!!",3.0,Tulum,QuintanaRoo,Attractive
"Pésimo servicio, no teníamos un mesero asignado nos atendieron 4 meseros diferentes.
Terminamos de comer y no nos retiraron los platos, pedimos la carta de bebidas, nos la dejaron y jamás regresaron para tomarnos la orden.
Finalmente, decidimos pedir la cuenta, misma que la pedimos...Más",2.0,Bernal,Queretaro,Restaurant
"Muy interesante para entender el proceso de destilación del tequila, las anfitrionas al parecer eran chicas que están prestando su servicio social y por momentos les ganaban los nervios pero el resto del recorrido muy bien, la comercialización de productos está a precios comerciales nada especial, en mi caso compré entre otras cosas chocolates rellenos, pero al abrirlos en casa ¡oh sorpresa! estaban secos, la degustación muy recomendable y el servicio de bar excelente.",4.0,Tequila,Jalisco,Attractive
"Estuvimos 3 noches en este hotel y su ubicación nos pareció excelente porque esta muy cerca de las principales atracciones, tanto de la Plaza como de los andadores.Un hotel excelente con una gran ubicación y un encanto especial. Tiene restaurante con un menú variado y con el sabor típico y la gran variedad de frutas del área. Las habitaciones no son muy grandes pero son agradables.",5.0,San_Cristobal_de_las_Casas,Chiapas,Hotel
"El Avalon Reef Club Isla Mujeres, uno de los mayores complejos ligeramente. necesita algunas mejoras, el mobiliario es viejo, las camas no son de lo mejor. Sin embargo, como lugares donde ir, es inmejorable. Debido a que está situado en un acantilado, tienes una vista de 360 grados. Te dan una brisa desde todos los lados, lo que la hace bastante cómoda todo el día. El restaurante/bar aunque necesita algunas reparaciones, se puede disfrutar de una comida sentado en la terraza mirando hacia el agua cristalina Reef. Para llegar a la ciudad, cruce el puente que une el complejo a la península. El agua aquí es muy poco profundo, y yo le gusta, puede caminar hacia el otro lado. La playa privada es limpia y se puede acceder a la zona de bar. Es sin duda vale la pena volver a. Dee",3.0,Isla_Mujeres,QuintanaRoo,Hotel
"Esta fue nuestra ir al café mientras se aloje en el hotel Playa Norte Ixchel abarrotado. Este restaurante recomendación fue el mejor consejo, recomendación que recibí de ellos. excelente pollo, salchichas Tacos, café y bebidas espresso. ower/cocinar es muy agradable chico. Gran desayuno también!",5.0,Isla_Mujeres,QuintanaRoo,Restaurant
"Muy bonitas pero no apto para los que tienen miedo o asco a las iguanas. Nosotros lo pasamos un poco mal. Disfrutamos mas la visita de las ruinas en lancha desde el mar. Aparte aprovechamos la excursión ya que después nos llevaron a hacer snorkel al coral que hay delante y fue alucinante. Vimos tortugas, rayas enormes y muchos peces preciosos.",4.0,Tulum,QuintanaRoo,Attractive
"Buen lugar para conocer dos cenotes, Samula y Xkeken, los dos valen la pena, muy cerca de Valladolid.Hay venta de artesanía y renta de chalecos salvavidas.Venden fotos, que te toman al inicio del recorrido y puedes adquirirla al finalizar.En un cenote hay Aluxes.",5.0,Valladolid,Yucatan,Attractive
"Reservamos guayaba Inn porque la TripAdvisor las críticas y estamos tan contentos de haber seguido los consejos de los demás!  tiene sólo 6 habitaciones, por lo que el hotel se siente como una hacienda íntimo. Las habitaciones son espaciosas, con suelo de madera, cuatro postes con las más deliciosas sábanas y edredón de plumas. tiene una chimenea de gas, que hace que la habitación extra acogedor sin la mayorÃ de una chimenea de madera.  Tuvimos que salir temprano para ir a las Lagunas de Montebellos esta mañana por lo que solicitamos para nuestro desayuno que nos trajeran a nuestra habitación antes de que la cocina abierta y el personal era muy servicial.  La ducha tiene agua caliente con mucha presión. estábamos planeando pasar sólo una noche y tuvimos que se extienden hasta la",5.0,San_Cristobal_de_las_Casas,Chiapas,Hotel
"Este ""hotel"" es mitad hotel y mitad hostal. Por el precio, esperaba que todo estuviera impecable y que las áreas comunes fueran como un hotel y no como un albergue. Las habitaciones no estaban ordenadas, el inodoro ni siquiera estaba tirado y tenía manchas negras durante toda nuestra estancia. Las almohadas eran delgadas, llenas de baches y un poco malolientes. La mayoría del personal fue grosero y descuidado. Actuaron como si te estuvieran haciendo un favor. En esta nota, hubiera sido bueno que el personal nos hiciera saber que la laguna era un desastre absoluto. Un río se desbordó HACE UNOS MESES, la laguna está así desde hace un tiempo. Si lo hubiéramos sabido, habríamos suspendido el viaje. Todos los invitados se quejaban de esto. Incluso algunos se fueron y perdieron su",2.0,Bacalar,QuintanaRoo,Hotel
"Súper caro para lo que es.. literal una tapa de tamaño ridiculo $100 las porciones son mínimas y de baja calidad, me toco que estaba el chef agarrando la fiesta en la mesa de alado (creo que todos tenemos derecho a pasarla bien, pero si...te vas a exceder en copas te quitas la filipina y te haces pasar como cualquier comensal) el peor martini que he probado, mala experiencia este lugar, bonita decoración.Más",1.0,Bernal,Queretaro,Restaurant
"Este pequeño hotel está dividido en dos secciones. Estábamos en el segundo piso del edificio de entrada, las habitaciones 4 y 5. Muy ruidoso del ruido de la calle, la televisión de la habitación de al lado y el ruido en el pasillo abajo. La habitación era muy sencilla, solo una cama, estanterías y dos mesas de final. No hay armario o en el pecho de cajones, así que todo tenía que estar en nuestra maleta. La habitación estaba limpia, pero las baldosas del piso muy gastadas. El cuarto de baño estaba muy bien y la ducha tenía un montón de agua caliente. Hay un aire acondicionado de la habitación, pero no lo necesitamos en enero. El personal es amable. No hay agua potable en la habitación, pero hay una gran jarra 5 litro abajo desde la cual se puede llenar tu botella de agua. Hay",3.0,Valladolid,Yucatan,Hotel
"me encanto el restaurante el concepto, la comida y sobretodo me encanto como nos atendieron a mi y a mi familia stephany nos atendió fue súper lindaMás",5.0,Tulum,QuintanaRoo,Restaurant
"Fuimos a las ruinas y la guía que nos dieron era muy bonito, pero muy difícil de entender, así que era difícil conseguir un montón de información sobre las ruinas. A la izquierda no es realmente saber qué estas personas vivían o por qué se construyó este. Creo que si nos podría haber conseguido una guía que hablaba inglés habría sido más informativo.",3.0,Tulum,QuintanaRoo,Attractive
"Mi marido y yo nos alojamos en el Villa Pescadores para un fin de semana largo escapada y fue increíble! El hotel es absolutamente espectacular y la playa es tan fresco con los barcos de pesca que anidan en la arena. Cuando llegamos nos inmediatamente nos sentimos como en casa y nos encantó nuestra habitación. Nos alojamos en la habitación directamente enfrente del restaurante y bar primario y todavía se sentía aislado. Incluso nos sentimos como si estuviéramos en nuestro propio mini-jardín con hamacas colgando justo fuera de nuestra puerta. Para los 3 días de nuestra estancia que teníamos planeada para explorar un poco más, pero terminaron amar a la atmósfera de Villa Pescadores mucho, nos pasamos la mayor parte de nuestros días descansando en el club de playa del hotel. La",5.0,Tulum,QuintanaRoo,Hotel
"Pedimos sopa de tortilla y estaba salada,nos la cambiaron por otra sopa de otro tipo y estaba salada, menos salada pero al fin salada, precios elevados en relación al tamaño de las porciones, el servicio es apenas bueno, ya no lo recomiendo.",2.0,Metepec,Estado_de_Mexico,Restaurant
"Voy a Treasure mis recuerdos de su estancia en Diamante K para siempre. El lugar tiene su propia playa privada, justo al lado del restaurante. No te sientes como un poco esnob muy pronunciado establecimiento art nouveau Riche donde todo el mundo camina alrededor en blanco, es sensato y verdadero - como a mí me gusta. Gracias por los buenos chicos de hospitalidad, señorita que te demasiado ; -)",5.0,Tulum,QuintanaRoo,Hotel
"La comida normal.  El servicio regular. El lugar muy bonito y la música de mariachis muy buena, logrando un buen ambiente.",3.0,Tlaquepaque,Jalisco,Restaurant
"Cuenta con servicio de alimentos, es uno de los atractivos naturales del municipio de Chiapa de Corzo,  El restaurant es administrado por la sociedad Cooperativa de campesinos, Cascadas el chorreadero, es un lugar muy seguro, esta a localizado a 5 minutos de Chiapa de Corzo,",4.0,Chiapa_de_Corzo,Chiapas,Attractive
"No entiendo como es posible que haya quien califique de excelente este lugar es una vil cueva, con precios altísimos en relación a la calidad de la comida, las entradas parecen para jugar a la comidita, la atención es pésima tardan demasiado ayer estuve en...Más",2.0,Teotihuacan,Estado_de_Mexico,Restaurant
"Este es un santuario muy simple, abierto y luminoso. No hay nada notable sobre la decoración o arquitectura, pero es un espacio relajante y tranquilo para visitar. Justo al lado de la mujeres Astrágalo Coop.",3.0,Isla_Mujeres,QuintanaRoo,Attractive
Es una reserva de la selva increÃ­ble. La libertad de los animales hacen el lugar muy atractivo. La atenciÃ³n de su gente es excelente! Son muy amables. Me gusto demasiado y que estÃ©n preocupados por regresar a la Guacamayas a su hÃ¡bitat.,5.0,Palenque,Chiapas,Attractive
"Rara vez necesitas dejar una mala crítica, pero yo tuve una mala experiencia en el gallo. Quería desayuno en el Lola Valentino al otro lado de la carretera, pero no estaba abierto todavía y Gallo tenía un montón de gente preparando el desayuno. Pedí huevos...de tamaño y vinieron crudos. El tocino era vieja, vista y difícil. La mantequilla era cálida y rinorrea. Para colmo, el baño estaba fuera de papel higiénico, que descubrí demasiado tarde. No volveré.Más",2.0,Isla_Mujeres,QuintanaRoo,Restaurant
"Este es otro templo hermoso en San cristobal de las casas pero desafortunadamente no pude conocerlo por dentro derivado del último terremoto lo dejo con daños, aún así por fuera es hermoso y ahora está con murales alrededor en lo que terminan la reparación, si tiene oportunidad pasen admirarlo ",4.0,San_Cristobal_de_las_Casas,Chiapas,Attractive
"Hicimos el recorrido de las palmas, la verdad está muy chingón no me lo esperaba. El recorrido está muy bonito, vale la pena. Nos fuimos en cuatris, creo que es donde se saca más provecho.",5.0,TodosSantos,Baja_CaliforniaSur,Attractive
"Las cascadas solo se ven azules en temporada de semana santa, entre abril y mayo, que es cuando deja de llover un poco, ya que es una zona que llueve mucho el agua se revuelve y se me color chocolate y de caída muy violenta, ya había ido antes y se ven preciosas, así q si es recomendable ir en fechas de abril y mayo, cuidado con las personas que viven en la zona, es preferible comprarles y gastarte 50 o 100 pesos a tener problemaa con ellos ",3.0,Palenque,Chiapas,Attractive
"Fuimos en bicicleta alrededor de 4 millas de este cenote de nuestro hotel en la carretera de la playa de Tulum (Diamante K).  Fue muy fácil de encontrar (buena señalización) justo al lado de la autopista. La entrada era 150 pesos, que bien merece la pena. Este cenote es grande, como su nombre indica. Puedes alquilar gafas de bucear en el lugar, que es una visita obligada. El cenote es increíble para nadar, pero estás realmente perdiendo si no ver la vista desde bajo el agua. Verdaderamente hermosa experiencia. Algunas zonas eran lo suficientemente profunda de soportar, lo cual era agradable. Algunos más profunda y diveable incluso para los buceadores inexpertos. Había murciélagos y golondrinas volando por encima de la cueva y charlando. Otra : cenote mágica )",5.0,Tulum,QuintanaRoo,Attractive
"Anteriormente me escribió bastante acerca de la experiencia agradable porque teníamos aquí en los jardines del hotel. Que se estropeó y cambió cuando, en salida, se fueron a cargo es una cantidad exorbitante para los servicios que no podían decirnos el precio de antes de pedirlas. Esto es inaceptable y nunca me ha pasado en otros resorts de lujo en todo el mundo. Yo diría que ahora, evitarlos, ya que hay otros lugares de Tulum, que están a la misma calidad, pero no le llevará por todo lo que tengo con cargos ocultos. Esto incluye la adición de propina a la factura del servicio en el restaurante. Teniendo en cuenta el ridículo precio de la comida, pensé sin servicio será incluido. Decepcionante.",2.0,Tulum,QuintanaRoo,Hotel
"Tulum es genial, pero sólo la punta del iceberg. El mundo Maya es inmensa, un bello enigma que dejará su mente si se toma en más de dos o tres lugares. Fui con (Andante Tours y que debe haber visitado al menos diez sitios en México. Hay muchos otros grupos que le dará una gran imagen, pero el ""gran imagen"" es lo que asombra.viajes en los meses más fríos van a evitar la peor calor. zapatos de estudio y ropas cómodas son de visita obligada. Y, ya que la escalada pirámides es una gran parte de la visita, una caña de escalada sería útil para los menos estable.Esta es una gran experiencia para aquellos con una mente experimental.",5.0,Tulum,QuintanaRoo,Attractive
" Hotel muy bonito y personal encantador, pero comidas y limpieza habitación muy malos, no se ajusta a un hotel de 5 estrellas, es una pena porque es muy bonito!! Servicio de animación muy bueno, son encantadores! ",2.0,Tulum,QuintanaRoo,Hotel
"Es un lugar espectacular y al que acudo con regularidad sin embargo me decepcionó sobre manera el servicio de pedidos navideño, si no tienen la capacidad o el personal suficiente para la atención no lo ofrezcan, por principio de cuentas este domingo pasado el dueño...Más",1.0,Atlixco,Puebla,Restaurant
"La comida es deliciosa y no puedes perderte los cócteles cada uno te permitirá vivir una nueva experiencia, el servicio es inigualable... Nunca olvidaras los sabores!!! No se pierdan este lugar en cada visita a la Isla... GRACIAS PAO Y MIKE POR TANTAS ATENCIONES",5.0,Isla_Mujeres,QuintanaRoo,Restaurant
"Nos alojamos por dos noches a principios de abril. Suena fantástico, pero la realidad es mucho más agitada. Los olores de la planta de tratamiento de agua son ineludible. La música toda la noche desde el camping el siguiente lote de mantuvo hasta el amanecer. La música de la bocina del bar comenzó al mediodía y fuimos hasta las 9:00 o 10:00. Una familia se acomoden hasta los árboles que rompían latas de aluminio con rocas, y ese sonido acompaña su hamaca. No había ruido de las olas arrullador hasta dormir. Por otra parte, el personal era infaliblemente cortés y atento, y una iguana no abandono de los árboles en mi pies, lo cual era bastante guay.",2.0,Sayulita,Nayarit,Hotel
Es un lugar que te sorprende ver tanto arte y belleza en sus alrededores y un ambiente agradable con galerías y muestras de arte,5.0,San_Cristobal_de_las_Casas,Chiapas,Attractive
"Desde la atención el lugar,  la comida, sus jardines todo estuvo muy lindo, pero la amabilidad del personal que bárbaros! Super!",5.0,San_Cristobal_de_las_Casas,Chiapas,Restaurant
"Estan muy bien cuidadas las instalaciones. Muy interesantes los museos y la entrada es gratis. Esta en un lugar muy centrico, felicidades a Orizaba por brindarnos esta linda atracción!",3.0,Orizaba,Veracruz,Attractive
"Bien ubicado con respecto a Tepotzotlán, pero mal con respecto a Ciudad de México, servicio regular, hace falta servicio de restaurante pies solo hay hamburguesas cerca. Para quienes no llevamos coche es complicado el regreso a Ciudad de México.",3.0,Tepotzotlan,Estado_de_Mexico,Hotel
"La Vista del lugar es increíble, mas los alimentos no son tan buenos. Tienen un lugar increíble, es cuestión de poner mas empeño en los alimentos y en el servicio.
el chamorro es bueno.",3.0,Bernal,Queretaro,Restaurant
"Nos hospedamos hoy por una noche como plan de aniversario, el hotel con vistas muy bonitas y buena temática   La habitación bonita aunque algo vieja en canceleria y baños.  El servicio en el restaurante malo, los platillos llegaron desfasados y el pollo sobrecocido carbonizado  El spa muy bien pero cuando regresamos a la habitación después de haber cenado la cama estaba llena de hormigas, también en el piso y en las paredes.   Pedimos cambio de habitación pero estaba lleno y devolución de lo que pagamos, nos dijeron que sí pero no nos dijeron cuando, total nos salimos del hotel a las 11 de la noche porque era imposible dormir en una habitación infestada de hormigas, mandaron alguien a limpiar y cambiar la cama pero a los 5 minutos estaba todo igual.  Menos mal vivimos en Valle",2.0,Valle_de_Bravo,Estado_de_Mexico,Hotel
"Fui el mes pasado y aunque el lugar es agradable el ambiente, pedí un corte añejado al punto ($890 si recuerdo bien...) y francamente mediocre el sabor! En cualquier otro lado pude haber comido un corte de sabor similar por la tercera parte del costo....Más",1.0,Metepec,Estado_de_Mexico,Restaurant
"Si lo que buscas es un lugar para escapar de los mega resorts de Cancún para disfrutar de la vida relajada de la isla de Isla Mujeres, y prefieren un hotel más pequeño, pero aún así quieres una moderna, ambiente limpio, Bahia zona con más discotecas Chi es el lugar.  El servicio es impecable, amable y sincero. Especialmente el Adeymar unflappable que siempre estaba sonriendo como él respondió a nuestras numerosas preguntas. Las habitaciones son como las fotografías que muestran, limpias y cómodas camas, duchas de agua caliente.  El desayuno es muy básico, pero las tiendas y cafés del centro de Isla Mujeres está a una corta distancia a pie. Gran ubicación, ya que está enfrente de la terminal de ferry (especialmente si tienes que coger un ferry temprano para su Chichen Itza viaje",4.0,Isla_Mujeres,QuintanaRoo,Hotel
"Lo más valioso del hotel lo puedes visitar sin hospedarte en este mismo , la habitación tiene un baño de muy mala calidad , así como la ropa de cama de hotel barato ! Falta de limpieza en las Terrazas ya que cintaba con es creme to de algún tipo de animal , no tiene closets ni ganchos para guardar o almacenar ropA",3.0,Tulum,QuintanaRoo,Hotel
"Fuimos en plan familiar a pasar un buen día en Izamal, hacer el típico turismo, subir pirámides y terminar con un almuerzo típico yucateco. Decidimos comer en el restaurante Zamna que habia sido remodelado desde la última vez que que estuve ahí. Como la última...Más",2.0,Izamal,Yucatan,Restaurant
"Fuimos a el Avalon Reef Club Isla Mujeres para nuestra luna de miel. El hotel playas y bucear zonas eran increíbles! Desayunamos en el hotel y era bastante bueno, el chef te hará cualquier tipo de huevos como tú los quieras. Elegimos no ninguna de las otras comidas en el hotel porque la selección era pobre y la comida estaba muy caro! Las habitaciones parecen nada como lo hicieron en el Internet. La cama era dura como una piedra! incluso les pedimos algunos de los otros huéspedes del hotel y nos dijeron lo mismo. Las habitaciones estaban limpias pero la arena por todas partes a través del hotel. sólo te dan una toalla por persona y día. que no te dejan hielo por ti mismo, tienes que ir a la recepción cada vez que pedirla. prepárate para esperar por lo menos 20-30 minutos para un",2.0,Isla_Mujeres,QuintanaRoo,Hotel
"Lo mejor, el vino regional.
El resto, la comida es digna de restaurante de comida rápida... Ni de casualidad merece el ranking actual (2do) en tripAdvisors.... No quiero ni pensar lo que debe ser el nro.3.
El servicio normal, sin mayores observaciones.
No lo recomiendo...Más",2.0,Tequisquiapan,Queretaro,Restaurant
"Te sorprenden agregando el Iva a los alimentos.
Platillos  con calificacion 6.9
Atencion 6.
Precio caro ya que no valen lo que cuesta.
Sorprenden al turismo por eso no regresa.Más",2.0,Xilitla,San_Luis_Potosi,Restaurant
"Mi marido y yo pasamos un fin de semana aquí y no fue lo que esperábamos. Nos esperábamos un complejo tranquilo pero en vez de eso nos vino a una horterada hotel con los tranquilos lugares, música y partidos de espuma. No hay suficientes tumbonas en la playa, lugares o sombrillas sombra. Así que si lo que quieres es un lugar tranquilo con sombra puedes también alojarte en su habitación. El servicio no está ni cerca de bueno. Este hotel es sin duda no merece la pena. Es demasiado caro para lo que es. El servicio que ofrece, comida y servicios sobrevalorado.",1.0,Tulum,QuintanaRoo,Hotel
"Al llegar el lugar vacío, al salir todavía vacío. Sin embargo nos preguntaron si teníamos reservación ( estábamos muy bien vestidos) esperaron unos minutos para recibirnos
El confit de pato mal hecho con una cantidad de mantequilla impresionante. Los peores Escargots que he comido. Tengo...Más",2.0,Ajijic,Jalisco,Restaurant
"Acudimos a un evento que se realizó en el salón del mismo hotel y no hubo ninguna promoción en la tarifa. Las camas son cómodas, el espacio no es bueno cuando estás en un cuarto de dos camas, el espacio entre la cama y la entrada del baño es por mucho de 60 cms., el internet es una porquería, se comprendiera por el lugar pero aunque hubo señal, me comentaron que era por las lluvias, casualmente cada que me hospedo me dicen lo mismo. La atención nada cálida, sino fuese por eventos que realizan ahí no me volvería a hospedar.",2.0,Patzcuaro,Michoacan,Hotel
"Excelente Bowl, pescado y pancak de coco de tacos de yogur. Comimos allí dos veces y las dos veces estuvo muy bien.",5.0,Isla_Mujeres,QuintanaRoo,Restaurant
Por favor! Prueben la crema catalana! Súper rica! Y lo mejor es que lo flamea frente a ti! A mí me fascinó!,4.0,Creel,Chihuahua,Restaurant
"Soy local y mi familia y a mí nos encanta probar diferentes lugares, este lugar tiene buen gusto pero no excelente comida! Los precios no son la pena la comida, ni el tamaño de la porción de las bebidas! Si paga con una tarjeta de...crédito o débito puedes conseguir cobraron dos veces, así que ten cuidado!Más",3.0,Tlaquepaque,Jalisco,Restaurant
"Esta fue nuestra primera vez bucear un cenote y fue absolutamente increíble. Teníamos un coche de alquiler así que llegar allí no fue problema de Tulum (quizás a 20 minutos en coche). Es un poco confuso después de desactivar la autopista porque la carretera que se tome tiene algunos edificios y señales para 5 ó 6 cenotes. Directamente de pasado todo. Vimos algunas personas que apareció en taxi y hasta pasados unos chicos senderismo en desde la carretera principal. No lo recomendaría porque además de que el hecho de sus 3 millas a pie en la jungla, es una calle empinada, baches, suciedad y polvo armado pasando autos en mediodía es realmente mala, como encender su limpiaparabrisas mal. La calle primitivo es una buena cosa, porque no hay autobuses de excursión nunca pudo hacer allí lo que garantiza que se estancia algo remoto.Fuimos un domingo por la tarde y había muy pocos huéspedes. Todo el terreno era tranquilo y silencioso, sólo los suaves sonidos de la selva. El precio de la entrada incluye la guía y la máscara de buceo, respiradero, aletas y chaleco salvavidas. Que mantenerles el respiradero, que es agradable. El guía nos llevó a mi mujer y a mí nos dio instrucciones para bajar, y me explicó la historia de la zona y el cenote en sí. Él era educado, cortés, y como nuestro fotógrafo.La selva es caliente y húmeda, así que desciende hacia la entrada es un poco surrealista. El agua es sorprendentemente frío al principio, pero su cuerpo se ajuste. No vimos a nadie en el agua, así que nos sentimos como si todo el lugar para nosotros.Si yo fuera un buceador volvería. Había mucho más que no pudimos ver porque, bueno, no podemos respirar bajo el agua. Recomiendo encarecidamente este lugar!",5.0,Tulum,QuintanaRoo,Attractive
"Era un balneario muy accesible para ir con la familia, pero ahora no se si hay nueva administración o q? Porque ya no puedes entrar a las aguas termales q era un clásico, ahora te cobran. Bueno hasta es riduculo q te renten una cabina y aparte te cobren por cada persona que entre. Ya es muy caro y creo que hay mejores balnearios donde pasarla mejor.",1.0,Ixtapan_de_la_Sal,Estado_de_Mexico,Attractive
"Hermoso lugar lleno de tesoros, la vista al mar es única. De fácil acceso, no costosa, se llega fácilmente aunque requiere algo de esfuerzo físico. Muy muy recomendable ",4.0,Tulum,QuintanaRoo,Attractive
"Bueno pues del lugar no puedo poner ninguna pega porque es precioso. Es poco conocido y esto tiene una ventaja y un inconveniente. Seguramente estés solo en el cenote con todo lo bueno que eso conlleva en comparación con otros sitios mas turísticos , por otro lado da un poco de inseguridad estar tan solo... pero esto es solo una sensación particular. Lastima los comentarios del guia fuera de tono con los que me dieron ganas de dejarle alli e irme.Si ves que el chiste no entra.... no insistas....",3.0,Tulum,QuintanaRoo,Attractive
"Tiene todo para mejorar pero parece que no quieren invertir, hay zonas donde parece muy descuidado o viejo incluso que parece provisional a pesar de que tiene una muy buena ubicacion diría que inmejorable una de las mejores zonas de la isla, comida regular, habitación regular, en limpieza del 1 al 10 sólo 7, puede mejorar muchísimo es recomendable comer fuera es mucho mejor a menor precio, la zona de playa increíble muy seguro para niños, masajes muy malos no no no nada recomendable, hay que pensar en que se tiene que pagar el traslado de la isla a Cancún y en la isla no hay mucho que ver casi no hay tiendas y lo que hay esta retirado del hotel. Piénsalo 2 veces antes de ir porque a veces es cansado el traslado y la espera del ferry y súmale de ahí al hotel y los horarios del",3.0,Isla_Mujeres,QuintanaRoo,Hotel
"Lo recomiendo ampliamente, la comida esta deliciosa!!! El servicio es único, Jasive nos explico todos los platillos y brindo una gran atención!",5.0,Tulum,QuintanaRoo,Restaurant
"El lugar es agradable, una ambientación bonita el sabor de los alimentos bueno, pero lamentablemente un pésimo servicio y nada de atención de un de los propietarios presente, se tardaron mas de 10 minutos en atendernos, incluso teniendo mesa reservada, a los 20 minutos de...Más",2.0,Bacalar,QuintanaRoo,Restaurant
"A la entrada del parque nacional de Palenque mi esposo vio el letrero de cabañas Kin Balam y al regreso de la visita a las Ruinas (magnifica experiencia por cierto), decidimos preguntar y nos quedamos. El área esta bien cuidada y las habitaciones aunque básicas para mi gusto fueron de mi completo agrado. Los colchones son firmes y suaves. Una grata sorpresa para mi espalda. El despertar ahí fue muy bonito. Lo recomiendo. ",4.0,Palenque,Chiapas,Hotel
"Buen ambiente con marimba y trato excelente aún en temporada alta, la sopa de chipilin está deliciosa y es muy LLenadora con eso hasta la cena",4.0,Chiapa_de_Corzo,Chiapas,Restaurant
"Estuvimos una sola noche en nuestra visita a las ruinas de Palenque. El hotel resultó cómodo, muy cerca de la terminal de ómnibus y de las combis que van hacia el sitio arqueológico. La zona de la cañada, donde se encuentra el hotel, es la más linda del pueblo. La habitación en la que estuvimos era muy amplia y limpia. No hicimos uso del restaurant, pero los precios eran uy convenientes.",3.0,Palenque,Chiapas,Hotel
"El hotel tiene una vista impresionante de una cascada, pero es un caso más de hotel que por tener una ubicación privilegiada pierde el total sentido del servicio, el personal parece no tener necesidad de atenderte, como si fuera un favor, fuimos al restaurant y la comida en el menú parece prometedora, pero mal efectuada, no te preguntan términos de cocción, platos básicos como la sopa de cebolla mal hecho, plato principal frío... En general solo la vista, a lo mucho para ir a tomar el café por la vista y buscar alguna otra opción para ir a comer o desayunar...  ",2.0,Valle_de_Bravo,Estado_de_Mexico,Hotel
"Ha sido en La Zebra unas cuantas veces y ha ido empeorando, el servicio es terrible, la comida está muy mal preparada y es muy caro, no merece la pena por el precio hay un montón de mejores restaurantes en Tulum.
Lo bueno es el...ambiente latino el domingo por la noche con música en vivo, que es bastante divertido, pero prepárate para esperar 30 minutos para una cerveza y 1 horas para muy regular y comida.
No voy a volver. . .Más",2.0,Tulum,QuintanaRoo,Restaurant
Por lo que más quieran:  ¡no vayan a Janitzio!  Si quieren ver el lago vayan a otras islas y desde un embarcadero que no sea el central.,1.0,Patzcuaro,Michoacan,Attractive
"Tenia mejores expectativas del pozole,   paracser una Pozoleria xon 4 tipos diferentes esperaba más,  poco sazón y el caldo le faltaba sabor  la tostada de pata muy buena",3.0,Tequisquiapan,Queretaro,Restaurant
"Este museo no está en el sitio de las pirámides. Pero todavía a poca distancia. Es parte del complejo arqueológico y está incluido en el precio de la entrada. Pero, no te sientas mal si te lo perdiste.",3.0,Palenque,Chiapas,Attractive
